mergeSort
1000, 0.000178
2000, 0.000382
3000, 0.000585
4000, 0.000799
5000, 0.001035
6000, 0.001282
7000, 0.001503
8000, 0.001676
9000, 0.001951
10000, 0.002112
11000, 0.002378
12000, 0.002617
13000, 0.002862
14000, 0.003099
15000, 0.003307
16000, 0.003513
17000, 0.003785
18000, 0.004077
19000, 0.004291
20000, 0.004502
21000, 0.004780
22000, 0.005027
23000, 0.005326
24000, 0.005531
25000, 0.005795
26000, 0.006083
27000, 0.006335
28000, 0.006552
29000, 0.006806
30000, 0.007018
31000, 0.007297
32000, 0.007451
33000, 0.007705
34000, 0.008046
35000, 0.008360
36000, 0.008630
37000, 0.008880
38000, 0.009132
39000, 0.009368
40000, 0.009533
41000, 0.009749
42000, 0.010094
43000, 0.010389
44000, 0.010628
45000, 0.010860
46000, 0.011143
47000, 0.011410
48000, 0.011709
49000, 0.011894
50000, 0.012260
51000, 0.012606
52000, 0.012913
53000, 0.013093
54000, 0.013417
55000, 0.013635
56000, 0.013848
57000, 0.014083
58000, 0.014347
59000, 0.014595
60000, 0.014848
61000, 0.015081
62000, 0.015348
63000, 0.015595
64000, 0.015843
65000, 0.016040
66000, 0.016271
67000, 0.016673
68000, 0.017021
69000, 0.017341
70000, 0.017659
71000, 0.017941
72000, 0.018413
73000, 0.018569
74000, 0.018817
75000, 0.019065
76000, 0.019274
77000, 0.019590
78000, 0.019834
79000, 0.019977
80000, 0.020298
81000, 0.020449
82000, 0.020615
83000, 0.020929
84000, 0.021284
85000, 0.021673
86000, 0.021896
87000, 0.022176
88000, 0.022437
89000, 0.022685
90000, 0.023015
91000, 0.023195
92000, 0.023571
93000, 0.023901
94000, 0.024183
95000, 0.024454
96000, 0.024613
97000, 0.024848
98000, 0.025047
99000, 0.025437
100000, 0.025751
