insertionSort
1000, 0.001788
2000, 0.007318
3000, 0.016066
4000, 0.028150
5000, 0.043680
6000, 0.063685
7000, 0.086360
8000, 0.110708
9000, 0.142911
10000, 0.175029
11000, 0.214260
12000, 0.255144
13000, 0.295725
14000, 0.344945
15000, 0.394450
16000, 0.451565
17000, 0.504010
18000, 0.594340
19000, 0.744374
20000, 0.701949
21000, 0.778301
22000, 0.850708
23000, 0.928114
24000, 1.011015
25000, 1.101941
26000, 1.193460
27000, 1.289359
28000, 1.378903
29000, 1.474689
30000, 1.647603
31000, 1.693654
32000, 1.801567
33000, 1.913812
34000, 2.036191
35000, 2.144622
36000, 2.407397
37000, 2.405471
38000, 2.553071
39000, 2.659311
40000, 2.816178
41000, 2.963997
42000, 3.121078
43000, 3.248085
44000, 3.437822
45000, 3.552187
46000, 3.707150
47000, 3.877525
48000, 5.361233
49000, 4.219850
50000, 4.422599
51000, 4.538187
52000, 4.760642
53000, 5.081240
54000, 5.131675
55000, 5.472455
56000, 5.505057
57000, 5.738750
58000, 5.911487
59000, 6.131629
60000, 6.334343
61000, 6.692085
62000, 6.773572
63000, 6.987863
64000, 7.184015
65000, 7.559616
66000, 7.831818
67000, 7.889882
68000, 8.129929
69000, 8.509896
70000, 8.701290
71000, 8.875967
72000, 9.098802
73000, 9.408571
74000, 9.655258
75000, 9.878536
76000, 10.125703
77000, 10.408398
78000, 10.680932
79000, 11.038010
80000, 11.215407
81000, 11.528372
82000, 11.979951
83000, 12.230059
84000, 12.533285
85000, 12.786948
86000, 13.070369
87000, 13.450884
88000, 13.660369
89000, 13.961411
90000, 14.235274
91000, 14.663456
92000, 15.013072
93000, 15.238418
94000, 15.675267
95000, 15.849047
96000, 16.334791
97000, 16.750138
98000, 16.945872
99000, 17.688394
100000, 17.551494
